"File","Line","Column","Severity","Rule","Message"
"app\teacher\assignments\page.tsx","460","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\assignments\page.tsx:460:10
  458 |     }
  459 |
> 460 |     void loadAssignments();
      |          ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  461 |   }, [
  462 |     authLoading,
  463 |     profileReady,"
"app\teacher\assignment-wizard\page.tsx","76","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\assignment-wizard\page.tsx:76:7
  74 |
  75 |     if (!user) {
> 76 |       setClasses([]);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  77 |       setLoadingClasses(false);
  78 |       return;
  79 |     }"
"app\teacher\classes\page.tsx","212","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\classes\page.tsx:212:10
  210 |     }
  211 |
> 212 |     void loadClasses();
      |          ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  213 |   }, [
  214 |     authLoading,
  215 |     profileReady,"
"app\teacher\content\page.tsx","103","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\content\page.tsx:103:10
  101 |   useEffect(() => {
  102 |     if (authLoading || !profileReady) return;
> 103 |     void load();
      |          ^^^^ Avoid calling setState() directly within an effect
  104 |   }, [authLoading, profileReady, load]);
  105 |
  106 |   const qualifications = useMemo("
"app\teacher\exam-question-generator\page.tsx","126","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\exam-question-generator\page.tsx:126:5
  124 |     const requestedTotalMarks = Number(searchParams.get(""totalMarks"")) || 13;
  125 |
> 126 |     setSettings({
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  127 |       topic: topic.trim(),
  128 |       qualification: searchParams.get(""qualification"") || ""GCSE"",
  129 |       examBoard: searchParams.get(""examBoard"") || ""AQA"","
"app\teacher\interventions\[interventionId]\page.tsx","35","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\interventions\[interventionId]\page.tsx:35:10
  33 |
  34 |   useEffect(() => {
> 35 |     void load();
     |          ^^^^ Avoid calling setState() directly within an effect
  36 |   }, [params.interventionId]);
  37 |
  38 |   if (loading) {"
"app\teacher\interventions\page.tsx","132","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\interventions\page.tsx:132:10
  130 |
  131 |   useEffect(() => {
> 132 |     void load();
      |          ^^^^ Avoid calling setState() directly within an effect
  133 |   }, [user?.uid]);
  134 |
  135 |   /*"
"app\teacher\interventions\page.tsx","163","9","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\interventions\page.tsx:163:9
  161 |     if (!requested) {
  162 |       if (requestedStudentName) {
> 163 |         setSearch(
      |         ^^^^^^^^^ Avoid calling setState() directly within an effect
  164 |           requestedStudentName,
  165 |         );
  166 |       }"
"app\teacher\programming-assignments\page.tsx","56","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\programming-assignments\page.tsx:56:10
  54 |
  55 |   useEffect(() => {
> 56 |     void loadAssignments();
     |          ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  57 |   }, [loadAssignments]);
  58 |
  59 |   const filtered = useMemo(() => {"
"app\teacher\quiz-assignments\[assignmentId]\page.tsx","142","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\quiz-assignments\[assignmentId]\page.tsx:142:10
  140 |
  141 |   useEffect(() => {
> 142 |     void loadMarkbook();
      |          ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  143 |   }, [loadMarkbook]);
  144 |
  145 |   const completedStudents = useMemo("
"app\teacher\quiz-assignments\page.tsx","131","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\quiz-assignments\page.tsx:131:10
  129 |
  130 |   useEffect(() => {
> 131 |     void loadAssignments();
      |          ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  132 |   }, [loadAssignments]);
  133 |
  134 |   const filteredAssignments = useMemo(() => {"
"app\teacher\quiz-generator\page.tsx","282","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\quiz-generator\page.tsx:282:5
  280 |     }
  281 |
> 282 |     setSettings({
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  283 |       topic: topic.trim(),
  284 |       qualification:
  285 |         searchParams.get(""qualification"")?.trim() ||"
"app\teacher\quiz-library\page.tsx","53","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\quiz-library\page.tsx:53:7
  51 |
  52 |     if (!user) {
> 53 |       setQuizzes([]);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  54 |       setLoadingQuizzes(false);
  55 |       return;
  56 |     }"
"app\teacher\resources\[resourceId]\edit\page.tsx","327","12","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\resources\[resourceId]\edit\page.tsx:327:12
  325 |   useEffect(() => {
  326 |     if (!authLoading) {
> 327 |       void loadResource();
      |            ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  328 |     }
  329 |   }, [authLoading, loadResource]);
  330 |"
"app\teacher\resources\[resourceId]\page.tsx","262","12","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\resources\[resourceId]\page.tsx:262:12
  260 |   useEffect(() => {
  261 |     if (!authLoading) {
> 262 |       void loadResource();
      |            ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  263 |     }
  264 |   }, [authLoading, loadResource]);
  265 |"
"app\teacher\resources\page.tsx","292","12","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\resources\page.tsx:292:12
  290 |   useEffect(() => {
  291 |     if (!authLoading) {
> 292 |       void loadResources();
      |            ^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  293 |     }
  294 |   }, [authLoading, loadResources]);
  295 |"
"app\teacher\students\[studentId]\page.tsx","157","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\students\[studentId]\page.tsx:157:10
  155 |
  156 |   useEffect(() => {
> 157 |     void loadAnalytics();
      |          ^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  158 |   }, [loadAnalytics]);
  159 |
  160 |   const sortedOutstanding = useMemo("
"app\teacher\students\page.tsx","459","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\students\page.tsx:459:7
  457 |       !schoolId
  458 |     ) {
> 459 |       setMembers([]);
      |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  460 |       setProfiles(
  461 |         new Map(),
  462 |       );"
"app\teacher-access\page.tsx","82","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher-access\page.tsx:82:7
  80 |       ""pending""
  81 |     ) {
> 82 |       setSubmitted(true);
     |       ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  83 |     }
  84 |
  85 |     if ("
"components\auth\ProtectedRoute.tsx","22","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\auth\ProtectedRoute.tsx:22:7
  20 |       router.replace(""/login"");
  21 |     } else {
> 22 |       setChecked(true);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  23 |     }
  24 |   }, [user, loading, router]);
  25 |"
"components\exam-trainer\ExamQuestionTrainer.tsx","78","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\exam-trainer\ExamQuestionTrainer.tsx:78:7
  76 |   useEffect(() => {
  77 |     if (!user) {
> 78 |       setStage(""setup"");
     |       ^^^^^^^^ Avoid calling setState() directly within an effect
  79 |       return;
  80 |     }
  81 |"
"components\exam-trainer\ExamTrainerHistory.tsx","29","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\exam-trainer\ExamTrainerHistory.tsx:29:7
  27 |   useEffect(() => {
  28 |     if (!user) {
> 29 |       setHistory([]);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  30 |       setLoading(false);
  31 |       return;
  32 |     }"
"components\layout\AppShell.tsx","48","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\layout\AppShell.tsx:48:5
  46 |
  47 |   useEffect(() => {
> 48 |     setMobileSidebarOpen(false);
     |     ^^^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  49 |   }, [pathname]);
  50 |
  51 |   useEffect(() => {"
"components\lesson-engine\LessonPracticeStep.tsx","68","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\lesson-engine\LessonPracticeStep.tsx:68:5
  66 |
  67 |   useEffect(() => {
> 68 |     setResponses(createInitialResponses(questions, initialResponses));
     |     ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  69 |   }, [questions, initialResponses]);
  70 |
  71 |   function updateResponse("
"components\programming\ProgrammingWorkspace.tsx","132","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\programming\ProgrammingWorkspace.tsx:132:5
  130 |     if (!assignedChallenge) return;
  131 |
> 132 |     setMode(assignedChallenge.mode);
      |     ^^^^^^^ Avoid calling setState() directly within an effect
  133 |     setDifficulty(
  134 |       assignedChallenge.difficulty,
  135 |     );"
"components\programming\ProgrammingWorkspace.tsx","266","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\programming\ProgrammingWorkspace.tsx:266:5
  264 |     if (assignedMode) return;
  265 |
> 266 |     setCurrentChallengeId(null);
      |     ^^^^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  267 |   }, [
  268 |     assignedMode,
  269 |     difficulty,"
"components\programming\ProgrammingWorkspace.tsx","280","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\programming\ProgrammingWorkspace.tsx:280:7
  278 |       !assignedMode
  279 |     ) {
> 280 |       setCode(exploreStarter);
      |       ^^^^^^^ Avoid calling setState() directly within an effect
  281 |       setStdin(""Ada"");
  282 |     } else if (challenge) {
  283 |       setCode("
"components\quiz\QuizPlayer.tsx","290","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\quiz\QuizPlayer.tsx:290:5
  288 |
  289 |   useEffect(() => {
> 290 |     setTimeLeft(quizDurationSeconds);
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  291 |   }, [quiz.id, quizDurationSeconds]);
  292 |
  293 |   useEffect(() => {"
"components\Simulators\BinarySearchSimulator.tsx","206","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\Simulators\BinarySearchSimulator.tsx:206:5
  204 |    */
  205 |   useEffect(() => {
> 206 |     setLow(0);
      |     ^^^^^^ Avoid calling setState() directly within an effect
  207 |     setHigh(question.values.length - 1);
  208 |     setSelectedIndex(null);
  209 |     setProcedureComplete(false);"
"components\teacher\analytics\TargetGradeControl.tsx","60","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\analytics\TargetGradeControl.tsx:60:5
  58 |
  59 |   useEffect(() => {
> 60 |     setSelected(
     |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  61 |       value || """",
  62 |     );
  63 |   }, [value]);"
"components\teacher\AssignmentResourceStep.tsx","116","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\AssignmentResourceStep.tsx:116:5
  114 |
  115 |   useEffect(() => {
> 116 |     setSelectedType(selectedResource?.resourceType || null);
      |     ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  117 |   }, [selectedResource]);
  118 |
  119 |   useEffect(() => {"
"components\teacher\AssignmentResourceStep.tsx","123","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\AssignmentResourceStep.tsx:123:7
  121 |
  122 |     if (!user) {
> 123 |       setSavedQuizzes([]);
      |       ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  124 |       setLoadingQuizzes(false);
  125 |       return;
  126 |     }"
"components\teacher\assistant\ResourceBuilderForm.tsx","618","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\assistant\ResourceBuilderForm.tsx:618:5
  616 |
  617 |   useEffect(() => {
> 618 |     setForm({
      |     ^^^^^^^ Avoid calling setState() directly within an effect
  619 |       ...DEFAULT_FORM,
  620 |       ...initialValues,
  621 |       duration: initialValues.duration ?? DEFAULT_FORM.duration,"
"components\teacher\interventions\CreateInterventionModal.tsx","44","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\interventions\CreateInterventionModal.tsx:44:5
  42 |     date.setDate(date.getDate() + 7);
  43 |
> 44 |     setDueDate(date.toISOString().slice(0, 10));
     |     ^^^^^^^^^^ Avoid calling setState() directly within an effect
  45 |     setTitle(`${candidate.priorityTopic} intervention`);
  46 |     setTopic(candidate.priorityTopic);
  47 |     setReason(candidate.recommendation);"
"components\teacher\interventions\InterventionEffectivenessOverview.tsx","112","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\interventions\InterventionEffectivenessOverview.tsx:112:10
  110 |
  111 |   useEffect(() => {
> 112 |     void load();
      |          ^^^^ Avoid calling setState() directly within an effect
  113 |   }, [teacherId, interventions]);
  114 |
  115 |   const summary = useMemo("
