"File","Line","Column","Severity","Rule","Message"
"components\exam-trainer\ExamQuestionTrainer.tsx","72","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\exam-trainer\ExamQuestionTrainer.tsx:72:7
  70 |   useEffect(() => {
  71 |     if (!user) {
> 72 |       setStage(""setup"");
     |       ^^^^^^^^ Avoid calling setState() directly within an effect
  73 |       return;
  74 |     }
  75 |"
"components\exam-trainer\ExamTrainerHistory.tsx","29","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\exam-trainer\ExamTrainerHistory.tsx:29:7
  27 |   useEffect(() => {
  28 |     if (!user) {
> 29 |       setHistory([]);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  30 |       setLoading(false);
  31 |       return;
  32 |     }"
"components\layout\AppShell.tsx","48","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\layout\AppShell.tsx:48:5
  46 |
  47 |   useEffect(() => {
> 48 |     setMobileSidebarOpen(false);
     |     ^^^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  49 |   }, [pathname]);
  50 |
  51 |   useEffect(() => {"
"components\lesson-engine\LessonPracticeStep.tsx","68","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\lesson-engine\LessonPracticeStep.tsx:68:5
  66 |
  67 |   useEffect(() => {
> 68 |     setResponses(createInitialResponses(questions, initialResponses));
     |     ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  69 |   }, [questions, initialResponses]);
  70 |
  71 |   function updateResponse("
"components\programming\ProgrammingWorkspace.tsx","132","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\programming\ProgrammingWorkspace.tsx:132:5
  130 |     if (!assignedChallenge) return;
  131 |
> 132 |     setMode(assignedChallenge.mode);
      |     ^^^^^^^ Avoid calling setState() directly within an effect
  133 |     setDifficulty(
  134 |       assignedChallenge.difficulty,
  135 |     );"
"components\programming\ProgrammingWorkspace.tsx","266","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\programming\ProgrammingWorkspace.tsx:266:5
  264 |     if (assignedMode) return;
  265 |
> 266 |     setCurrentChallengeId(null);
      |     ^^^^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  267 |   }, [
  268 |     assignedMode,
  269 |     difficulty,"
"components\programming\ProgrammingWorkspace.tsx","280","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\programming\ProgrammingWorkspace.tsx:280:7
  278 |       !assignedMode
  279 |     ) {
> 280 |       setCode(exploreStarter);
      |       ^^^^^^^ Avoid calling setState() directly within an effect
  281 |       setStdin(""Ada"");
  282 |     } else if (challenge) {
  283 |       setCode("
"components\quiz\QuizPlayer.tsx","287","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\quiz\QuizPlayer.tsx:287:5
  285 |
  286 |   useEffect(() => {
> 287 |     setTimeLeft(quizDurationSeconds);
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  288 |   }, [quiz.id, quizDurationSeconds]);
  289 |
  290 |   useEffect(() => {"
"components\Simulators\BinarySearchSimulator.tsx","206","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\Simulators\BinarySearchSimulator.tsx:206:5
  204 |    */
  205 |   useEffect(() => {
> 206 |     setLow(0);
      |     ^^^^^^ Avoid calling setState() directly within an effect
  207 |     setHigh(question.values.length - 1);
  208 |     setSelectedIndex(null);
  209 |     setProcedureComplete(false);"
"components\teacher\analytics\TargetGradeControl.tsx","60","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\analytics\TargetGradeControl.tsx:60:5
  58 |
  59 |   useEffect(() => {
> 60 |     setSelected(
     |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  61 |       value || """",
  62 |     );
  63 |   }, [value]);"
"components\teacher\AssignmentResourceStep.tsx","116","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\AssignmentResourceStep.tsx:116:5
  114 |
  115 |   useEffect(() => {
> 116 |     setSelectedType(selectedResource?.resourceType || null);
      |     ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  117 |   }, [selectedResource]);
  118 |
  119 |   useEffect(() => {"
"components\teacher\AssignmentResourceStep.tsx","123","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\AssignmentResourceStep.tsx:123:7
  121 |
  122 |     if (!user) {
> 123 |       setSavedQuizzes([]);
      |       ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  124 |       setLoadingQuizzes(false);
  125 |       return;
  126 |     }"
"components\teacher\assistant\ResourceBuilderForm.tsx","618","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\assistant\ResourceBuilderForm.tsx:618:5
  616 |
  617 |   useEffect(() => {
> 618 |     setForm({
      |     ^^^^^^^ Avoid calling setState() directly within an effect
  619 |       ...DEFAULT_FORM,
  620 |       ...initialValues,
  621 |       duration: initialValues.duration ?? DEFAULT_FORM.duration,"
"components\teacher\interventions\CreateInterventionModal.tsx","44","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\interventions\CreateInterventionModal.tsx:44:5
  42 |     date.setDate(date.getDate() + 7);
  43 |
> 44 |     setDueDate(date.toISOString().slice(0, 10));
     |     ^^^^^^^^^^ Avoid calling setState() directly within an effect
  45 |     setTitle(`${candidate.priorityTopic} intervention`);
  46 |     setTopic(candidate.priorityTopic);
  47 |     setReason(candidate.recommendation);"
"components\teacher\interventions\InterventionEffectivenessOverview.tsx","112","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\interventions\InterventionEffectivenessOverview.tsx:112:10
  110 |
  111 |   useEffect(() => {
> 112 |     void load();
      |          ^^^^ Avoid calling setState() directly within an effect
  113 |   }, [teacherId, interventions]);
  114 |
  115 |   const summary = useMemo("
"components\teacher\interventions\InterventionImpactCard.tsx","100","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\interventions\InterventionImpactCard.tsx:100:10
   98 |
   99 |   useEffect(() => {
> 100 |     void load();
      |          ^^^^ Avoid calling setState() directly within an effect
  101 |   }, [interventionId, teacherId]);
  102 |
  103 |   const review = useMemo("
"components\teacher\reports\ClassProgressReportPanel.tsx","118","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ClassProgressReportPanel.tsx:118:5
  116 |
  117 |   useEffect(() => {
> 118 |     setExamPage(1);
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  119 |   }, [examSearch, examPageSize]);
  120 |
  121 |   if (loading) {"
"components\teacher\reports\ReportingWorkspace.tsx","76","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ReportingWorkspace.tsx:76:5
  74 |     }
  75 |
> 76 |     setSelectedClassId(
     |     ^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  77 |       classes[0]?.classId ||
  78 |         """",
  79 |     );"
"components\teacher\reports\ReportingWorkspace.tsx","169","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ReportingWorkspace.tsx:169:5
  167 |     }
  168 |
> 169 |     setSelectedStudentId(
      |     ^^^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  170 |       classStudents[0]
  171 |         ?.studentId || """",
  172 |     );"
"components\teacher\reports\ReportingWorkspace.tsx","179","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ReportingWorkspace.tsx:179:5
  177 |
  178 |   useEffect(() => {
> 179 |     setStudentSearch("""");
      |     ^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  180 |   }, [selectedClassId]);
  181 |
  182 |   const selectedStudent ="
"components\teacher\resources\AssignResourceModal.tsx","125","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\resources\AssignResourceModal.tsx:125:7
  123 |   useEffect(() => {
  124 |     if (!isOpen) {
> 125 |       setSelectedClassId("""");
      |       ^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  126 |       setDueDate("""");
  127 |       setInstructions("""");
  128 |       setLoadError("""");"
"components\teacher\resources\ExistingTeachingResourceSelector.tsx","74","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\resources\ExistingTeachingResourceSelector.tsx:74:7
  72 |      */
  73 |     if (!user?.uid) {
> 74 |       setResources([]);
     |       ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  75 |       setLoading(false);
  76 |
  77 |       return;"
"hooks\useAdaptiveLearning.ts","39","28","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useAdaptiveLearning.ts:39:28
  37 |
  38 |   useEffect(() => {
> 39 |     if (!authLoading) void refresh();
     |                            ^^^^^^^ Avoid calling setState() directly within an effect
  40 |   }, [authLoading, user?.uid]);
  41 |
  42 |   return {"
"hooks\useKnowledgeMap.ts","44","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useKnowledgeMap.ts:44:10
  42 |     }
  43 |
> 44 |     void refresh();
     |          ^^^^^^^ Avoid calling setState() directly within an effect
  45 |   }, [authLoading, user?.uid]);
  46 |
  47 |   return {"
"hooks\useProgrammingProgress.ts","102","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useProgrammingProgress.ts:102:5
  100 |
  101 |   useEffect(() => {
> 102 |     setHydrated(false);
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  103 |     setProgress(loadProgress(studentId));
  104 |     setHydrated(Boolean(studentId));
  105 |   }, [studentId]);"
"hooks\useStudentAdaptiveAnalytics.ts","29","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useStudentAdaptiveAnalytics.ts:29:7
  27 |
  28 |     if (!user?.uid) {
> 29 |       setAnalytics(emptyStudentAdaptiveAnalytics);
     |       ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  30 |       setLoading(false);
  31 |       return;
  32 |     }"
"hooks\useStudentAssignmentResults.ts","36","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useStudentAssignmentResults.ts:36:7
  34 |
  35 |     if (!user) {
> 36 |       setResults([]);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  37 |       setLoading(false);
  38 |       return;
  39 |     }"
"hooks\useTeacherDashboard.ts","37","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useTeacherDashboard.ts:37:7
  35 |
  36 |     if (!user?.uid) {
> 37 |       setData(emptyTeacherDashboardData);
     |       ^^^^^^^ Avoid calling setState() directly within an effect
  38 |
  39 |       setError("""");
  40 |       setLoading(false);"
"hooks\useTeacherIntelligence.ts","70","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useTeacherIntelligence.ts:70:10
  68 |     if (authLoading) return;
  69 |
> 70 |     void refresh();
     |          ^^^^^^^ Avoid calling setState() directly within an effect
  71 |   }, [authLoading, refresh]);
  72 |
  73 |   return {"
